,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
78,,"The
Hermitage",Macroom,Cork,Ireland,"The
Hermitage, Macroom, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"The
Hermitage Macroom Cork Ireland The
Hermitage, Macroom, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","the hermitage macroom cork ireland the hermitage, macroom, cork, ireland residential  baker tilly ryan glennon","['the', 'hermitage', 'macroom', 'cork', 'ireland', 'the', 'hermitage', ',', 'macroom', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",the hermitage macroom cork ireland the hermitage macroom cork ireland residential baker tilly ryan glennon,8
79,,College Wood,Mallow,Cork,Ireland,"College Wood, Mallow, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"College Wood Mallow Cork Ireland College Wood, Mallow, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","college wood mallow cork ireland college wood, mallow, cork, ireland residential  baker tilly ryan glennon","['college', 'wood', 'mallow', 'cork', 'ireland', 'college', 'wood', ',', 'mallow', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",college wood mallow cork ireland college wood mallow cork ireland residential baker tilly ryan glennon,8
80,,Market Square,Mallow,Cork,Ireland,"Market Square, Mallow, Cork, Ireland",Retail,,Baker Tilly Ryan Glennon,"Market Square Mallow Cork Ireland Market Square, Mallow, Cork, Ireland Retail nan Baker Tilly Ryan Glennon","market square mallow cork ireland market square, mallow, cork, ireland retail  baker tilly ryan glennon","['market', 'square', 'mallow', 'cork', 'ireland', 'market', 'square', ',', 'mallow', ',', 'cork', ',', 'ireland', 'retail', 'baker', 'tilly', 'ryan', 'glennon']",market square mallow cork ireland market square mallow cork ireland retail baker tilly ryan glennon,8
81,,Buttery Court,Mallow,Cork,Ireland,"Buttery Court, Mallow, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Buttery Court Mallow Cork Ireland Buttery Court, Mallow, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","buttery court mallow cork ireland buttery court, mallow, cork, ireland residential  baker tilly ryan glennon","['buttery', 'court', 'mallow', 'cork', 'ireland', 'buttery', 'court', ',', 'mallow', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",buttery court mallow cork ireland buttery court mallow cork ireland residential baker tilly ryan glennon,8
82,,"Certain Units -
Bweeng Village",Mallow,Cork,Ireland,"Certain Units -
Bweeng Village, Mallow, Cork, Ireland",Development - Commenced,,Grant Thornton,"Certain Units -
Bweeng Village Mallow Cork Ireland Certain Units -
Bweeng Village, Mallow, Cork, Ireland Development - Commenced nan Grant Thornton","certain units - bweeng village mallow cork ireland certain units - bweeng village, mallow, cork, ireland development - commenced  grant thornton","['certain', 'units', '-', 'bweeng', 'village', 'mallow', 'cork', 'ireland', 'certain', 'units', '-', 'bweeng', 'village', ',', 'mallow', ',', 'cork', ',', 'ireland', 'development', '-', 'commenced', 'grant', 'thornton']",certain units bweeng village mallow cork ireland certain units bweeng village mallow cork ireland development commenced grant thornton,8
83,,"Certain Units -
Bweeng Village",Mallow,Cork,Ireland,"Certain Units -
Bweeng Village, Mallow, Cork, Ireland",Development - Not Commenced,,Grant Thornton,"Certain Units -
Bweeng Village Mallow Cork Ireland Certain Units -
Bweeng Village, Mallow, Cork, Ireland Development - Not Commenced nan Grant Thornton","certain units - bweeng village mallow cork ireland certain units - bweeng village, mallow, cork, ireland development - not commenced  grant thornton","['certain', 'units', '-', 'bweeng', 'village', 'mallow', 'cork', 'ireland', 'certain', 'units', '-', 'bweeng', 'village', ',', 'mallow', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'grant', 'thornton']",certain units bweeng village mallow cork ireland certain units bweeng village mallow cork ireland development not commenced grant thornton,8
84,,Whelan's Quarry,Mallow,Cork,Ireland,"Whelan's Quarry, Mallow, Cork, Ireland",Other,Quarry,Grant Thornton,"Whelan's Quarry Mallow Cork Ireland Whelan's Quarry, Mallow, Cork, Ireland Other Quarry Grant Thornton","whelan's quarry mallow cork ireland whelan's quarry, mallow, cork, ireland other quarry grant thornton","['whelan', ""'s"", 'quarry', 'mallow', 'cork', 'ireland', 'whelan', ""'s"", 'quarry', ',', 'mallow', ',', 'cork', ',', 'ireland', 'other', 'quarry', 'grant', 'thornton']",whelan 's quarry mallow cork ireland whelan 's quarry mallow cork ireland other quarry grant thornton,8
85,,Woodland Drive,Mallow,Cork,Ireland,"Woodland Drive, Mallow, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","Woodland Drive Mallow Cork Ireland Woodland Drive, Mallow, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","woodland drive mallow cork ireland woodland drive, mallow, cork, ireland residential  national insolvency unit, hbc limerick","['woodland', 'drive', 'mallow', 'cork', 'ireland', 'woodland', 'drive', ',', 'mallow', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",woodland drive mallow cork ireland woodland drive mallow cork ireland residential national insolvency unit hbc limerick,8
86,,Lacknalooha,Mallow,Cork,Ireland,"Lacknalooha, Mallow, Cork, Ireland",Development - Not Commenced,,PwC,"Lacknalooha Mallow Cork Ireland Lacknalooha, Mallow, Cork, Ireland Development - Not Commenced nan PwC","lacknalooha mallow cork ireland lacknalooha, mallow, cork, ireland development - not commenced  pwc","['lacknalooha', 'mallow', 'cork', 'ireland', 'lacknalooha', ',', 'mallow', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'pwc']",lacknalooha mallow cork ireland lacknalooha mallow cork ireland development not commenced pwc,8
87,,"Tir
Cluain",Midleton,Cork,Ireland,"Tir
Cluain, Midleton, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Tir
Cluain Midleton Cork Ireland Tir
Cluain, Midleton, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","tir cluain midleton cork ireland tir cluain, midleton, cork, ireland residential  baker tilly ryan glennon","['tir', 'cluain', 'midleton', 'cork', 'ireland', 'tir', 'cluain', ',', 'midleton', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",tir cluain midleton cork ireland tir cluain midleton cork ireland residential baker tilly ryan glennon,8
88,,"The
Meadows",Midleton,Cork,Ireland,"The
Meadows, Midleton, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","The
Meadows Midleton Cork Ireland The
Meadows, Midleton, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","the meadows midleton cork ireland the meadows, midleton, cork, ireland residential  national insolvency unit, hbc limerick","['the', 'meadows', 'midleton', 'cork', 'ireland', 'the', 'meadows', ',', 'midleton', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",the meadows midleton cork ireland the meadows midleton cork ireland residential national insolvency unit hbc limerick,8
89,,Suttons Court,Mitchelstown,Cork,Ireland,"Suttons Court, Mitchelstown, Cork, Ireland",Retail,,KPMG,"Suttons Court Mitchelstown Cork Ireland Suttons Court, Mitchelstown, Cork, Ireland Retail nan KPMG","suttons court mitchelstown cork ireland suttons court, mitchelstown, cork, ireland retail  kpmg","['suttons', 'court', 'mitchelstown', 'cork', 'ireland', 'suttons', 'court', ',', 'mitchelstown', ',', 'cork', ',', 'ireland', 'retail', 'kpmg']",suttons court mitchelstown cork ireland suttons court mitchelstown cork ireland retail kpmg,8
90,,Rockville,Montenotte,Cork,Ireland,"Rockville, Montenotte, Cork, Ireland",Development - Commenced,,KPMG,"Rockville Montenotte Cork Ireland Rockville, Montenotte, Cork, Ireland Development - Commenced nan KPMG","rockville montenotte cork ireland rockville, montenotte, cork, ireland development - commenced  kpmg","['rockville', 'montenotte', 'cork', 'ireland', 'rockville', ',', 'montenotte', ',', 'cork', ',', 'ireland', 'development', '-', 'commenced', 'kpmg']",rockville montenotte cork ireland rockville montenotte cork ireland development commenced kpmg,8
91,,Rooskagh Valley,Shanagarry,Cork,Ireland,"Rooskagh Valley, Shanagarry, Cork, Ireland",Residential,,Ernst & Young,"Rooskagh Valley Shanagarry Cork Ireland Rooskagh Valley, Shanagarry, Cork, Ireland Residential nan Ernst & Young","rooskagh valley shanagarry cork ireland rooskagh valley, shanagarry, cork, ireland residential  ernst & young","['rooskagh', 'valley', 'shanagarry', 'cork', 'ireland', 'rooskagh', 'valley', ',', 'shanagarry', ',', 'cork', ',', 'ireland', 'residential', 'ernst', '&', 'young']",rooskagh valley shanagarry cork ireland rooskagh valley shanagarry cork ireland residential ernst young,8
92,,"Ard
Shionnach",Shanakiel,Cork,Ireland,"Ard
Shionnach, Shanakiel, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Ard
Shionnach Shanakiel Cork Ireland Ard
Shionnach, Shanakiel, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","ard shionnach shanakiel cork ireland ard shionnach, shanakiel, cork, ireland residential  baker tilly ryan glennon","['ard', 'shionnach', 'shanakiel', 'cork', 'ireland', 'ard', 'shionnach', ',', 'shanakiel', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",ard shionnach shanakiel cork ireland ard shionnach shanakiel cork ireland residential baker tilly ryan glennon,8
93,,Townsend Street,Skibbereen,Cork,Ireland,"Townsend Street, Skibbereen, Cork, Ireland",Mixed Use,,KPMG,"Townsend Street Skibbereen Cork Ireland Townsend Street, Skibbereen, Cork, Ireland Mixed Use nan KPMG","townsend street skibbereen cork ireland townsend street, skibbereen, cork, ireland mixed use  kpmg","['townsend', 'street', 'skibbereen', 'cork', 'ireland', 'townsend', 'street', ',', 'skibbereen', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",townsend street skibbereen cork ireland townsend street skibbereen cork ireland mixed use kpmg,8
94,,The Bower,Timoleague,Cork,Ireland,"The Bower, Timoleague, Cork, Ireland",Other,"Disused
quarry/forestry",Baker Tilly Ryan Glennon,"The Bower Timoleague Cork Ireland The Bower, Timoleague, Cork, Ireland Other Disused
quarry/forestry Baker Tilly Ryan Glennon","the bower timoleague cork ireland the bower, timoleague, cork, ireland other disused quarry/forestry baker tilly ryan glennon","['the', 'bower', 'timoleague', 'cork', 'ireland', 'the', 'bower', ',', 'timoleague', ',', 'cork', ',', 'ireland', 'other', 'disused', 'quarry/forestry', 'baker', 'tilly', 'ryan', 'glennon']",the bower timoleague cork ireland the bower timoleague cork ireland other disused quarry/forestry baker tilly ryan glennon,8
95,,"City
Square",Watercourse Road,Cork,Ireland,"City
Square, Watercourse Road, Cork, Ireland",Mixed Use,,Grant Thornton,"City
Square Watercourse Road Cork Ireland City
Square, Watercourse Road, Cork, Ireland Mixed Use nan Grant Thornton","city square watercourse road cork ireland city square, watercourse road, cork, ireland mixed use  grant thornton","['city', 'square', 'watercourse', 'road', 'cork', 'ireland', 'city', 'square', ',', 'watercourse', 'road', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'grant', 'thornton']",city square watercourse road cork ireland city square watercourse road cork ireland mixed use grant thornton,8
96,,Earls Well,Waterfall,Cork,Ireland,"Earls Well, Waterfall, Cork, Ireland",Development - Commenced,,Baker Tilly Ryan Glennon,"Earls Well Waterfall Cork Ireland Earls Well, Waterfall, Cork, Ireland Development - Commenced nan Baker Tilly Ryan Glennon","earls well waterfall cork ireland earls well, waterfall, cork, ireland development - commenced  baker tilly ryan glennon","['earls', 'well', 'waterfall', 'cork', 'ireland', 'earls', 'well', ',', 'waterfall', ',', 'cork', ',', 'ireland', 'development', '-', 'commenced', 'baker', 'tilly', 'ryan', 'glennon']",earls well waterfall cork ireland earls well waterfall cork ireland development commenced baker tilly ryan glennon,8
97,,Redbarn,Youghal,Cork,Ireland,"Redbarn, Youghal, Cork, Ireland",Hotel,,Ernst & Young,"Redbarn Youghal Cork Ireland Redbarn, Youghal, Cork, Ireland Hotel nan Ernst & Young","redbarn youghal cork ireland redbarn, youghal, cork, ireland hotel  ernst & young","['redbarn', 'youghal', 'cork', 'ireland', 'redbarn', ',', 'youghal', ',', 'cork', ',', 'ireland', 'hotel', 'ernst', '&', 'young']",redbarn youghal cork ireland redbarn youghal cork ireland hotel ernst young,8
98,,Castletownshend,,Cork,Ireland,"Castletownshend, Cork, Ireland",Agricultural Land,,Baker Tilly Ryan Glennon,"Castletownshend nan Cork Ireland Castletownshend, Cork, Ireland Agricultural Land nan Baker Tilly Ryan Glennon","castletownshend  cork ireland castletownshend, cork, ireland agricultural land  baker tilly ryan glennon","['castletownshend', 'cork', 'ireland', 'castletownshend', ',', 'cork', ',', 'ireland', 'agricultural', 'land', 'baker', 'tilly', 'ryan', 'glennon']",castletownshend cork ireland castletownshend cork ireland agricultural land baker tilly ryan glennon,8
99,,Mitchelstown,,Cork,Ireland,"Mitchelstown, Cork, Ireland",Agricultural Land,,Baker Tilly Ryan Glennon,"Mitchelstown nan Cork Ireland Mitchelstown, Cork, Ireland Agricultural Land nan Baker Tilly Ryan Glennon","mitchelstown  cork ireland mitchelstown, cork, ireland agricultural land  baker tilly ryan glennon","['mitchelstown', 'cork', 'ireland', 'mitchelstown', ',', 'cork', ',', 'ireland', 'agricultural', 'land', 'baker', 'tilly', 'ryan', 'glennon']",mitchelstown cork ireland mitchelstown cork ireland agricultural land baker tilly ryan glennon,8
100,,Castlemartyr,,Cork,Ireland,"Castlemartyr, Cork, Ireland",Development - Not Commenced,,Grant Thornton,"Castlemartyr nan Cork Ireland Castlemartyr, Cork, Ireland Development - Not Commenced nan Grant Thornton","castlemartyr  cork ireland castlemartyr, cork, ireland development - not commenced  grant thornton","['castlemartyr', 'cork', 'ireland', 'castlemartyr', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'grant', 'thornton']",castlemartyr cork ireland castlemartyr cork ireland development not commenced grant thornton,8
101,,Conna,,Cork,Ireland,"Conna, Cork, Ireland",Development - Not Commenced,,Grant Thornton,"Conna nan Cork Ireland Conna, Cork, Ireland Development - Not Commenced nan Grant Thornton","conna  cork ireland conna, cork, ireland development - not commenced  grant thornton","['conna', 'cork', 'ireland', 'conna', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'grant', 'thornton']",conna cork ireland conna cork ireland development not commenced grant thornton,8
102,,Grand Parade,,Cork,Ireland,"Grand Parade, Cork, Ireland",Mixed Use,,KPMG,"Grand Parade nan Cork Ireland Grand Parade, Cork, Ireland Mixed Use nan KPMG","grand parade  cork ireland grand parade, cork, ireland mixed use  kpmg","['grand', 'parade', 'cork', 'ireland', 'grand', 'parade', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",grand parade cork ireland grand parade cork ireland mixed use kpmg,8
103,,"Certrain units at
Grand Parade",,Cork,Ireland,"Grand Parade, Cork, Ireland",Mixed Use,,KPMG,"Certrain units at
Grand Parade nan Cork Ireland Grand Parade, Cork, Ireland Mixed Use nan KPMG","certrain units at grand parade  cork ireland grand parade, cork, ireland mixed use  kpmg","['certrain', 'units', 'at', 'grand', 'parade', 'cork', 'ireland', 'grand', 'parade', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",certrain units at grand parade cork ireland grand parade cork ireland mixed use kpmg,8
104,,Grand Parade,,Cork,Ireland,"Grand Parade, Cork, Ireland",Development - Not Commenced,,KPMG,"Grand Parade nan Cork Ireland Grand Parade, Cork, Ireland Development - Not Commenced nan KPMG","grand parade  cork ireland grand parade, cork, ireland development - not commenced  kpmg","['grand', 'parade', 'cork', 'ireland', 'grand', 'parade', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'kpmg']",grand parade cork ireland grand parade cork ireland development not commenced kpmg,8
105,,South Main Street,,Cork,Ireland,"South Main Street, Cork, Ireland",Mixed Use,,KPMG,"South Main Street nan Cork Ireland South Main Street, Cork, Ireland Mixed Use nan KPMG","south main street  cork ireland south main street, cork, ireland mixed use  kpmg","['south', 'main', 'street', 'cork', 'ireland', 'south', 'main', 'street', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",south main street cork ireland south main street cork ireland mixed use kpmg,8
106,,South Main Street,,Cork,Ireland,"South Main Street, Cork, Ireland",Development - Not Commenced,,KPMG,"South Main Street nan Cork Ireland South Main Street, Cork, Ireland Development - Not Commenced nan KPMG","south main street  cork ireland south main street, cork, ireland development - not commenced  kpmg","['south', 'main', 'street', 'cork', 'ireland', 'south', 'main', 'street', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'kpmg']",south main street cork ireland south main street cork ireland development not commenced kpmg,8
107,,Fota Island,,Cork,Ireland,"Fota Island, Cork, Ireland",Hotel,,PwC,"Fota Island nan Cork Ireland Fota Island, Cork, Ireland Hotel nan PwC","fota island  cork ireland fota island, cork, ireland hotel  pwc","['fota', 'island', 'cork', 'ireland', 'fota', 'island', ',', 'cork', ',', 'ireland', 'hotel', 'pwc']",fota island cork ireland fota island cork ireland hotel pwc,8
108,,Fota Island,,Cork,Ireland,"Fota Island, Cork, Ireland",Other,Golf Courses,PwC,"Fota Island nan Cork Ireland Fota Island, Cork, Ireland Other Golf Courses PwC","fota island  cork ireland fota island, cork, ireland other golf courses pwc","['fota', 'island', 'cork', 'ireland', 'fota', 'island', ',', 'cork', ',', 'ireland', 'other', 'golf', 'courses', 'pwc']",fota island cork ireland fota island cork ireland other golf courses pwc,8
109,,"Fota
Island",,Cork,Ireland,"Fota
Island, Cork, Ireland",Other,Holiday Cottages,PwC,"Fota
Island nan Cork Ireland Fota
Island, Cork, Ireland Other Holiday Cottages PwC","fota island  cork ireland fota island, cork, ireland other holiday cottages pwc","['fota', 'island', 'cork', 'ireland', 'fota', 'island', ',', 'cork', ',', 'ireland', 'other', 'holiday', 'cottages', 'pwc']",fota island cork ireland fota island cork ireland other holiday cottages pwc,8
110,,Fota Island,,Cork,Ireland,"Fota Island, Cork, Ireland",Other,Hotel & Golf Course,PwC,"Fota Island nan Cork Ireland Fota Island, Cork, Ireland Other Hotel & Golf Course PwC","fota island  cork ireland fota island, cork, ireland other hotel & golf course pwc","['fota', 'island', 'cork', 'ireland', 'fota', 'island', ',', 'cork', ',', 'ireland', 'other', 'hotel', '&', 'golf', 'course', 'pwc']",fota island cork ireland fota island cork ireland other hotel golf course pwc,8
111,,Grand Parade,,Cork,Ireland,"Grand Parade, Cork, Ireland",Mixed Use,,Ernst & Young,"Grand Parade nan Cork Ireland Grand Parade, Cork, Ireland Mixed Use nan Ernst & Young","grand parade  cork ireland grand parade, cork, ireland mixed use  ernst & young","['grand', 'parade', 'cork', 'ireland', 'grand', 'parade', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'ernst', '&', 'young']",grand parade cork ireland grand parade cork ireland mixed use ernst young,8
112,,Grand Parade,,Cork,Ireland,"Grand Parade, Cork, Ireland",Retail,,Ernst & Young,"Grand Parade nan Cork Ireland Grand Parade, Cork, Ireland Retail nan Ernst & Young","grand parade  cork ireland grand parade, cork, ireland retail  ernst & young","['grand', 'parade', 'cork', 'ireland', 'grand', 'parade', ',', 'cork', ',', 'ireland', 'retail', 'ernst', '&', 'young']",grand parade cork ireland grand parade cork ireland retail ernst young,8
